               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.011694,           0.0099911,          0.00065607,             0.95109,             0.94871,             0.97228,             0.60701,            0.028569,            0.026056,           0.0093603,            0.002278,            0.002278,            0.002278
                 158,            0.011291,           0.0091499,           0.0005782,             0.94857,             0.94826,             0.97227,             0.60297,             0.02871,            0.026469,            0.010123,           0.0022285,           0.0022285,           0.0022285
                 159,            0.011396,            0.009776,          0.00055392,             0.95663,             0.93848,             0.97468,             0.60922,            0.028746,            0.026867,           0.0093773,            0.002179,            0.002179,            0.002179
                 160,             0.01142,            0.010043,          0.00060609,             0.94829,             0.95411,             0.97271,              0.6044,             0.02866,            0.026743,            0.008163,           0.0021295,           0.0021295,           0.0021295
                 161,             0.01102,           0.0094201,          0.00060588,             0.95657,             0.94356,              0.9716,             0.60304,            0.028502,            0.026273,           0.0094047,             0.00208,             0.00208,             0.00208
                 162,            0.011706,           0.0097791,          0.00064561,             0.95849,             0.95799,             0.97964,             0.60547,            0.028243,            0.026046,           0.0093295,           0.0020305,           0.0020305,           0.0020305
                 163,            0.011444,            0.010869,            0.002071,             0.96171,             0.93882,             0.97238,             0.61139,            0.028354,            0.026411,           0.0090594,            0.001981,            0.001981,            0.001981
                 164,            0.011526,           0.0099728,          0.00050143,             0.94473,             0.95266,             0.97179,               0.614,            0.028103,            0.026796,            0.010398,           0.0019315,           0.0019315,           0.0019315
                 165,            0.011391,           0.0099065,          0.00042299,             0.95129,             0.95106,             0.97203,             0.60882,            0.028488,            0.026603,            0.010531,            0.001882,            0.001882,            0.001882
                 166,            0.011642,            0.010494,          0.00081835,             0.95406,             0.94899,             0.97226,             0.61267,            0.028481,            0.026564,            0.010741,           0.0018325,           0.0018325,           0.0018325
                 167,            0.011377,            0.009815,          0.00044621,             0.94627,             0.95717,             0.97659,             0.61024,            0.028541,            0.026849,            0.010826,            0.001783,            0.001783,            0.001783
                 168,            0.011139,           0.0089465,           0.0005191,             0.95244,             0.95243,             0.97454,             0.61362,            0.028608,             0.02692,           0.0092512,           0.0017335,           0.0017335,           0.0017335
                 169,            0.010644,           0.0091645,          0.00042073,             0.94489,             0.95839,             0.97453,             0.61153,            0.028444,            0.026736,             0.01053,            0.001684,            0.001684,            0.001684
                 170,            0.011101,           0.0093623,          0.00062876,             0.94814,             0.95031,             0.97661,              0.6086,            0.028315,            0.026857,            0.010381,           0.0016345,           0.0016345,           0.0016345
                 171,            0.010906,           0.0088698,          0.00036646,             0.95153,             0.94826,             0.97064,             0.61524,            0.028231,            0.027216,           0.0095089,            0.001585,            0.001585,            0.001585
                 172,            0.010723,           0.0091328,          0.00043253,             0.95555,              0.9492,             0.97854,             0.61781,            0.028367,            0.027365,            0.010393,           0.0015355,           0.0015355,           0.0015355
                 173,            0.010757,            0.010018,          0.00057186,             0.95357,             0.95481,             0.97881,             0.61538,            0.028256,            0.027154,            0.010037,            0.001486,            0.001486,            0.001486
                 174,            0.010394,           0.0087359,          0.00043988,             0.95329,             0.95412,             0.97707,             0.61017,            0.028211,            0.026701,           0.0097932,           0.0014365,           0.0014365,           0.0014365
                 175,            0.010339,           0.0095072,          0.00034564,             0.94975,             0.95401,             0.97065,             0.60913,            0.028301,            0.026966,              0.0092,            0.001387,            0.001387,            0.001387
                 176,            0.010678,           0.0092239,          0.00062161,             0.96589,             0.93871,              0.9745,             0.61506,            0.028302,             0.02701,           0.0093997,           0.0013375,           0.0013375,           0.0013375
                 177,             0.01028,           0.0095766,          0.00060076,             0.95033,             0.95325,             0.97498,              0.6147,            0.028205,            0.027082,           0.0096667,            0.001288,            0.001288,            0.001288
                 178,            0.010611,            0.010465,          0.00051647,             0.95525,             0.95145,             0.97437,             0.61116,            0.028508,            0.027605,            0.010112,           0.0012385,           0.0012385,           0.0012385
                 179,            0.010616,           0.0091873,          0.00052281,             0.95486,              0.9554,             0.97455,             0.60891,            0.028542,            0.027671,            0.010347,            0.001189,            0.001189,            0.001189
                 180,           0.0098483,           0.0083234,          0.00050027,             0.95706,             0.94773,              0.9743,             0.61072,            0.028504,             0.02772,           0.0097345,           0.0011395,           0.0011395,           0.0011395
                 181,           0.0097775,           0.0089997,          0.00037938,             0.95556,             0.94748,             0.97489,             0.61264,            0.028287,            0.027692,           0.0094797,             0.00109,             0.00109,             0.00109
                 182,           0.0092821,            0.008427,          0.00037591,             0.94479,             0.95708,             0.97617,             0.61516,            0.028192,            0.027575,           0.0096528,           0.0010405,           0.0010405,           0.0010405
                 183,            0.010363,           0.0089255,          0.00050078,             0.96023,             0.95474,             0.98033,             0.61472,            0.028205,            0.027754,            0.009395,            0.000991,            0.000991,            0.000991
                 184,            0.010275,           0.0096937,          0.00048104,             0.96177,             0.95328,             0.98116,             0.61393,            0.028479,            0.027859,           0.0089779,           0.0009415,           0.0009415,           0.0009415
                 185,           0.0095813,           0.0080056,          0.00034506,             0.96088,             0.94361,             0.97694,              0.6136,            0.028507,            0.027891,           0.0098324,            0.000892,            0.000892,            0.000892
                 186,           0.0096811,           0.0094495,          0.00046534,             0.96055,             0.94735,              0.9772,             0.61593,            0.028401,            0.028109,           0.0093455,           0.0008425,           0.0008425,           0.0008425
                 187,           0.0097807,           0.0088362,          0.00048164,             0.96467,             0.94741,             0.97777,             0.61615,            0.028406,            0.028213,           0.0089808,            0.000793,            0.000793,            0.000793
                 188,           0.0099892,             0.00824,          0.00036166,             0.96653,             0.95177,             0.98163,             0.61793,            0.028437,            0.028209,           0.0092135,           0.0007435,           0.0007435,           0.0007435
                 189,           0.0096419,           0.0099705,          0.00042509,             0.95475,             0.95786,             0.98125,             0.61746,            0.028416,            0.028394,           0.0092285,            0.000694,            0.000694,            0.000694
                 190,           0.0097436,           0.0085252,          0.00034879,             0.95226,             0.95437,             0.97636,             0.61596,            0.028419,            0.028362,           0.0091856,           0.0006445,           0.0006445,           0.0006445
                 191,           0.0096038,           0.0091922,          0.00037508,             0.94902,             0.95682,             0.98041,             0.61533,            0.028402,             0.02833,            0.009476,            0.000595,            0.000595,            0.000595
                 192,           0.0094999,           0.0082116,          0.00020993,             0.95902,               0.953,             0.98015,             0.61427,            0.028448,            0.028279,            0.010013,           0.0005455,           0.0005455,           0.0005455
                 193,           0.0096831,           0.0090412,          0.00032614,              0.9608,             0.95237,             0.98011,             0.61528,            0.028373,            0.028275,            0.010202,            0.000496,            0.000496,            0.000496
                 194,            0.009571,            0.008369,          0.00032115,             0.95271,             0.95301,             0.98053,             0.61635,            0.028413,            0.028372,            0.010098,           0.0004465,           0.0004465,           0.0004465
                 195,           0.0098418,           0.0088126,          0.00029265,             0.93783,             0.96382,             0.97662,             0.61523,            0.028408,            0.028495,           0.0094727,            0.000397,            0.000397,            0.000397
                 196,           0.0093873,           0.0082426,          0.00029461,              0.9564,             0.94307,             0.97698,             0.61433,            0.028421,            0.028568,           0.0092317,           0.0003475,           0.0003475,           0.0003475
                 197,           0.0093263,           0.0086054,          0.00034624,             0.95687,              0.9461,              0.9771,             0.61681,            0.028426,            0.028542,           0.0091805,            0.000298,            0.000298,            0.000298
                 198,           0.0090323,           0.0081307,          0.00037889,             0.95723,             0.94696,             0.97745,             0.61735,            0.028431,            0.028454,           0.0093331,           0.0002485,           0.0002485,           0.0002485
                 199,           0.0095211,            0.008579,          0.00032573,             0.96283,             0.94439,             0.97702,             0.61624,            0.028403,            0.028429,           0.0095091,            0.000199,            0.000199,            0.000199
